Date;EC;AVAL;CIB;^GSPC;COP=X
27/09/2023; 8.57 ; 2.12 ; 18.12 ; 4,274.51 ; 4,066.25 
28/09/2023; 8.61 ; 2.12 ; 18.32 ; 4,299.70 ; 4,102.55 
29/09/2023; 8.59 ; 2.10 ; 18.56 ; 4,288.05 ; 4,071.25 
2/10/2023; 8.31 ; 2.13 ; 18.19 ; 4,288.39 ; 4,075.92 
3/10/2023; 8.33 ; 2.16 ; 17.53 ; 4,229.45 ; 4,160.25 
4/10/2023; 8.05 ; 2.07 ; 17.34 ; 4,263.75 ; 4,215.75 
5/10/2023; 7.95 ; 2.01 ; 16.99 ; 4,258.19 ; 4,285.25 
6/10/2023; 8.10 ; 2.05 ; 17.45 ; 4,308.50 ; 4,347.25 
9/10/2023; 8.53 ; 2.06 ; 17.45 ; 4,335.66 ; 4,324.75 
10/10/2023; 8.73 ; 2.13 ; 18.04 ; 4,358.24 ; 4,315.25 
11/10/2023; 8.80 ; 2.07 ; 17.78 ; 4,376.95 ; 4,229.04 
12/10/2023; 8.83 ; 2.04 ; 17.55 ; 4,349.61 ; 4,215.25 
13/10/2023; 9.06 ; 2.06 ; 17.38 ; 4,327.78 ; 4,266.25 
16/10/2023; 9.16 ; 2.11 ; 17.36 ; 4,373.63 ; 4,235.25 
17/10/2023; 9.25 ; 2.12 ; 17.59 ; 4,373.20 ; 4,239.25 
18/10/2023; 9.22 ; 2.07 ; 17.70 ; 4,314.60 ; 4,196.73 
19/10/2023; 9.13 ; 2.07 ; 17.68 ; 4,278.00 ; 4,248.25 
20/10/2023; 9.09 ; 2.07 ; 17.68 ; 4,224.16 ; 4,257.75 
23/10/2023; 8.92 ; 2.00 ; 17.55 ; 4,217.04 ; 4,234.25 
24/10/2023; 8.94 ; 1.96 ; 17.54 ; 4,247.68 ; 4,211.80 
25/10/2023; 9.02 ; 2.00 ; 17.49 ; 4,186.77 ; 4,213.76 
26/10/2023; 8.94 ; 2.01 ; 17.76 ; 4,137.23 ; 4,185.25 
27/10/2023; 8.87 ; 1.95 ; 17.75 ; 4,117.37 ; 4,137.00 
30/10/2023; 8.79 ; 1.99 ; 18.09 ; 4,166.82 ; 4,082.33 
31/10/2023; 8.76 ; 2.00 ; 17.66 ; 4,193.80 ; 4,060.00 
1/11/2023; 8.97 ; 1.99 ; 17.84 ; 4,237.86 ; 4,112.75 
2/11/2023; 9.25 ; 2.06 ; 18.48 ; 4,317.78 ; 4,100.75 
3/11/2023; 9.17 ; 2.08 ; 18.87 ; 4,358.34 ; 4,046.92 
6/11/2023; 9.02 ; 2.11 ; 18.76 ; 4,365.98 ; 3,942.90 
7/11/2023; 8.68 ; 2.03 ; 18.61 ; 4,378.38 ; 3,977.25 
8/11/2023; 8.49 ; 1.98 ; 18.36 ; 4,382.78 ; 4,010.58 
9/11/2023; 8.64 ; 1.94 ; 18.55 ; 4,347.35 ; 4,088.50 
10/11/2023; 8.70 ; 1.99 ; 18.87 ; 4,415.24 ; 4,052.25 
13/11/2023; 8.82 ; 1.95 ; 18.75 ; 4,411.55 ; 3,981.99 
14/11/2023; 8.93 ; 2.00 ; 19.32 ; 4,495.70 ; 4,023.25 
15/11/2023; 8.84 ; 1.99 ; 19.21 ; 4,502.88 ; 3,960.25 
16/11/2023; 8.76 ; 1.98 ; 18.94 ; 4,508.24 ; 4,029.00 
17/11/2023; 9.10 ; 1.94 ; 19.05 ; 4,514.02 ; 4,085.70 
20/11/2023; 9.25 ; 1.90 ; 19.10 ; 4,547.38 ; 4,021.15 
21/11/2023; 9.26 ; 1.92 ; 18.75 ; 4,538.19 ; 4,046.68 
22/11/2023; 9.20 ; 1.91 ; 19.41 ; 4,556.62 ; 4,071.28 
24/11/2023; 9.46 ; 1.96 ; 19.21 ; 4,559.34 ; 4,064.76 
27/11/2023; 9.47 ; 1.93 ; 19.66 ; 4,550.43 ; 4,008.77 
28/11/2023; 9.55 ; 1.89 ; 19.59 ; 4,554.89 ; 4,008.75 
29/11/2023; 9.43 ; 1.89 ; 19.43 ; 4,550.58 ; 3,953.43 
30/11/2023; 9.36 ; 1.97 ; 19.19 ; 4,567.80 ; 3,988.85 
1/12/2023; 9.51 ; 1.90 ; 19.67 ; 4,594.63 ; 4,014.58 
4/12/2023; 9.38 ; 1.88 ; 19.46 ; 4,569.78 ; 3,973.13 
5/12/2023; 9.33 ; 1.89 ; 19.43 ; 4,567.18 ; 4,018.75 
6/12/2023; 9.11 ; 1.89 ; 19.39 ; 4,549.34 ; 4,010.50 
7/12/2023; 9.18 ; 1.94 ; 19.36 ; 4,585.59 ; 4,000.10 
8/12/2023; 9.44 ; 1.89 ; 19.56 ; 4,604.37 ; 3,997.73 
11/12/2023; 9.39 ; 1.88 ; 19.39 ; 4,622.44 ; 3,948.16 
12/12/2023; 9.16 ; 1.88 ; 19.64 ; 4,643.70 ; 3,966.25 
13/12/2023; 9.40 ; 1.94 ; 20.26 ; 4,707.09 ; 3,987.14 
14/12/2023; 9.61 ; 1.94 ; 20.52 ; 4,719.55 ; 3,968.25 
15/12/2023; 9.50 ; 1.97 ; 20.10 ; 4,719.19 ; 3,964.50 
18/12/2023; 9.58 ; 1.98 ; 20.18 ; 4,740.56 ; 3,946.10 
19/12/2023; 9.51 ; 1.96 ; 20.28 ; 4,768.37 ; 3,932.75 
20/12/2023; 9.31 ; 2.04 ; 20.36 ; 4,698.35 ; 3,941.25 
21/12/2023; 9.47 ; 1.98 ; 20.69 ; 4,746.75 ; 3,939.88 
22/12/2023; 9.47 ; 2.00 ; 21.20 ; 4,754.63 ; 3,944.75 
26/12/2023; 9.69 ; 2.04 ; 21.56 ; 4,774.75 ; 3,951.08 
27/12/2023; 9.61 ; 2.07 ; 22.03 ; 4,781.58 ; 3,858.00 
28/12/2023; 9.49 ; 2.16 ; 22.02 ; 4,783.35 ; 3,832.75 
29/12/2023; 9.45 ; 2.16 ; 22.03 ; 4,769.83 ; 3,879.75 
2/01/2024; 9.48 ; 2.24 ; 22.37 ; 4,742.83 ; 3,883.09 
3/01/2024; 9.77 ; 2.25 ; 22.43 ; 4,704.81 ; 3,887.48 
4/01/2024; 9.69 ; 2.18 ; 23.51 ; 4,688.68 ; 3,896.75 
5/01/2024; 9.95 ; 2.31 ; 24.38 ; 4,697.24 ; 3,927.13 
8/01/2024; 9.71 ; 2.32 ; 23.55 ; 4,763.54 ; 3,874.19 
9/01/2024; 9.57 ; 2.30 ; 23.48 ; 4,756.50 ; 3,882.75 
10/01/2024; 9.44 ; 2.28 ; 23.31 ; 4,783.45 ; 3,938.25 
11/01/2024; 9.54 ; 2.23 ; 22.84 ; 4,780.24 ; 3,934.75 
12/01/2024; 9.63 ; 2.26 ; 22.79 ; 4,783.83 ; 3,916.73 
16/01/2024; 9.33 ; 2.28 ; 22.20 ; 4,765.98 ; 3,909.48 
17/01/2024; 9.26 ; 2.32 ; 22.46 ; 4,739.21 ; 3,948.60 
18/01/2024; 9.29 ; 2.32 ; 23.06 ; 4,780.94 ; 3,956.43 
19/01/2024; 9.25 ; 2.36 ; 22.84 ; 4,839.81 ; 3,919.39 
22/01/2024; 9.20 ; 2.30 ; 22.66 ; 4,850.43 ; 3,869.93 
23/01/2024; 9.24 ; 2.26 ; 22.31 ; 4,864.60 ; 3,900.60 
24/01/2024; 9.30 ; 2.25 ; 22.49 ; 4,868.55 ; 3,955.96 
25/01/2024; 9.51 ; 2.23 ; 22.32 ; 4,894.16 ; 3,913.98 
26/01/2024; 9.74 ; 2.28 ; 22.76 ; 4,890.97 ; 3,937.50 
29/01/2024; 9.70 ; 2.30 ; 22.68 ; 4,927.93 ; 3,893.14 
30/01/2024; 9.71 ; 2.35 ; 22.73 ; 4,924.97 ; 3,926.73 
31/01/2024; 9.54 ; 2.34 ; 22.53 ; 4,845.65 ; 3,919.26 
1/02/2024; 9.59 ; 2.34 ; 22.99 ; 4,906.19 ; 3,915.28 
2/02/2024; 9.35 ; 2.30 ; 22.91 ; 4,958.61 ; 3,884.60 
5/02/2024; 9.29 ; 2.34 ; 22.74 ; 4,942.81 ; 3,877.01 
6/02/2024; 9.44 ; 2.31 ; 22.76 ; 4,954.23 ; 3,962.61 
7/02/2024; 9.50 ; 2.32 ; 22.75 ; 4,995.06 ; 3,950.09 
8/02/2024; 9.44 ; 2.31 ; 22.47 ; 4,997.91 ; 3,953.46 
9/02/2024; 9.41 ; 2.31 ; 22.61 ; 5,026.61 ; 3,945.00 
12/02/2024; 9.44 ; 2.28 ; 22.58 ; 5,021.84 ; 3,892.50 
13/02/2024; 9.24 ; 2.28 ; 22.16 ; 4,953.17 ; 3,911.92 
14/02/2024; 9.24 ; 2.26 ; 22.63 ; 5,000.62 ; 3,923.32 
15/02/2024; 9.38 ; 2.26 ; 22.60 ; 5,029.73 ; 3,913.21 
16/02/2024; 9.40 ; 2.31 ; 22.73 ; 5,005.57 ; 3,907.38 
20/02/2024; 9.21 ; 2.27 ; 22.51 ; 4,975.51 ; 3,916.35 
21/02/2024; 9.44 ; 2.30 ; 23.10 ; 4,981.80 ; 3,916.89 
22/02/2024; 9.47 ; 2.29 ; 23.36 ; 5,087.03 ; 3,923.45 
23/02/2024; 9.36 ; 2.28 ; 23.79 ; 5,088.80 ; 3,926.88 
26/02/2024; 9.42 ; 2.24 ; 23.73 ; 5,069.53 ; 3,879.02 
27/02/2024; 9.50 ; 2.27 ; 23.34 ; 5,078.18 ; 3,959.71 
28/02/2024; 9.32 ; 2.29 ; 23.30 ; 5,069.76 ; 3,929.96 
29/02/2024; 9.28 ; 2.28 ; 23.29 ; 5,096.27 ; 3,923.19 
1/03/2024; 9.01 ; 2.32 ; 23.46 ; 5,137.08 ; 3,926.13 
4/03/2024; 8.54 ; 2.29 ; 23.39 ; 5,130.95 ; 3,867.06 
5/03/2024; 8.40 ; 2.28 ; 23.60 ; 5,078.65 ; 3,943.61 
6/03/2024; 8.41 ; 2.29 ; 23.97 ; 5,104.76 ; 3,942.98 
7/03/2024; 8.43 ; 2.28 ; 23.96 ; 5,157.36 ; 3,921.93 
8/03/2024; 8.34 ; 2.30 ; 23.40 ; 5,123.69 ; 3,914.01 
11/03/2024; 8.35 ; 2.25 ; 23.36 ; 5,117.94 ; 3,865.88 
12/03/2024; 8.40 ; 2.18 ; 23.15 ; 5,175.27 ; 3,907.25 
13/03/2024; 8.44 ; 2.05 ; 23.36 ; 5,165.31 ; 3,901.12 
14/03/2024; 8.54 ; 2.06 ; 23.20 ; 5,150.48 ; 3,901.25 
15/03/2024; 8.75 ; 1.94 ; 23.14 ; 5,117.09 ; 3,895.20 
18/03/2024; 8.56 ; 1.99 ; 23.74 ; 5,149.42 ; 3,848.22 
19/03/2024; 8.61 ; 2.02 ; 23.64 ; 5,178.51 ; 3,887.88 
20/03/2024; 8.74 ; 2.00 ; 24.24 ; 5,224.62 ; 3,873.93 
21/03/2024; 8.64 ; 2.02 ; 24.74 ; 5,241.53 ; 3,878.86 
22/03/2024; 8.57 ; 2.03 ; 24.90 ; 5,234.18 ; 3,887.85 
25/03/2024; 8.75 ; 2.03 ; 24.63 ; 5,218.19 ; 3,838.93 
26/03/2024; 8.71 ; 2.01 ; 25.13 ; 5,203.58 ; 3,946.12 
27/03/2024; 8.98 ; 2.04 ; 25.05 ; 5,248.49 ; 3,855.50 
28/03/2024; 9.39 ; 2.09 ; 25.16 ; 5,254.35 ; 3,846.38 
1/04/2024; 9.60 ; 2.08 ; 25.24 ; 5,243.77 ; 3,859.45 
2/04/2024; 10.07 ; 2.13 ; 25.82 ; 5,205.81 ; 3,861.06 
3/04/2024; 10.22 ; 2.12 ; 26.08 ; 5,211.49 ; 3,830.25 
4/04/2024; 10.25 ; 2.20 ; 27.02 ; 5,147.21 ; 3,811.61 
5/04/2024; 10.27 ; 2.16 ; 26.74 ; 5,204.34 ; 3,768.25 
8/04/2024; 10.18 ; 2.21 ; 26.63 ; 5,202.39 ; 3,773.34 
9/04/2024; 10.23 ; 2.29 ; 26.86 ; 5,209.91 ; 3,771.35 
10/04/2024; 10.01 ; 2.24 ; 26.32 ; 5,160.64 ; 3,765.25 
11/04/2024; 10.20 ; 2.25 ; 26.30 ; 5,199.06 ; 3,802.25 
12/04/2024; 9.89 ; 2.24 ; 25.36 ; 5,123.41 ; 3,822.25 
15/04/2024; 9.75 ; 2.16 ; 24.78 ; 5,061.82 ; 3,813.10 
16/04/2024; 9.72 ; 2.17 ; 24.60 ; 5,051.41 ; 3,884.25 
17/04/2024; 9.68 ; 2.15 ; 24.47 ; 5,022.21 ; 3,921.50 
18/04/2024; 9.59 ; 2.13 ; 23.72 ; 5,011.12 ; 3,890.40 
19/04/2024; 9.73 ; 2.15 ; 24.00 ; 4,967.23 ; 3,926.65 
22/04/2024; 9.78 ; 2.20 ; 24.05 ; 5,010.60 ; 3,912.62 
23/04/2024; 9.92 ; 2.20 ; 23.98 ; 5,070.55 ; 3,909.85 
24/04/2024; 9.88 ; 2.17 ; 23.57 ; 5,071.63 ; 3,903.20 
25/04/2024; 9.84 ; 2.16 ; 23.07 ; 5,048.42 ; 3,937.50 
26/04/2024; 10.02 ; 2.20 ; 24.13 ; 5,099.96 ; 3,956.01 
29/04/2024; 10.19 ; 2.22 ; 24.77 ; 5,116.17 ; 3,963.49 
30/04/2024; 9.81 ; 2.17 ; 24.05 ; 5,035.69 ; 3,907.26 
1/05/2024; 9.71 ; 2.16 ; 24.22 ; 5,018.39 ; 3,907.75 
2/05/2024; 9.76 ; 2.17 ; 24.55 ; 5,064.20 ; 3,912.25 
3/05/2024; 9.76 ; 2.17 ; 24.94 ; 5,127.79 ; 3,895.75 
6/05/2024; 9.81 ; 2.19 ; 25.19 ; 5,180.74 ; 3,886.29 
7/05/2024; 9.86 ; 2.18 ; 25.02 ; 5,187.70 ; 3,892.75 
8/05/2024; 9.92 ; 2.20 ; 25.06 ; 5,187.67 ; 3,887.25 
9/05/2024; 9.93 ; 2.19 ; 25.04 ; 5,214.08 ; 3,896.25 
10/05/2024; 9.84 ; 2.21 ; 25.16 ; 5,222.68 ; 3,888.76 
13/05/2024; 9.86 ; 2.24 ; 25.47 ; 5,221.42 ; 3,889.11 
14/05/2024; 10.22 ; 2.27 ; 25.79 ; 5,246.68 ; 3,886.95 
15/05/2024; 10.16 ; 2.25 ; 26.21 ; 5,308.15 ; 3,851.75 
16/05/2024; 10.17 ; 2.25 ; 26.39 ; 5,297.10 ; 3,822.31 
17/05/2024; 10.25 ; 2.25 ; 26.71 ; 5,303.27 ; 3,826.38 
20/05/2024; 10.40 ; 2.26 ; 27.43 ; 5,308.13 ; 3,805.42 
21/05/2024; 10.39 ; 2.29 ; 27.40 ; 5,321.41 ; 3,824.92 
22/05/2024; 10.04 ; 2.25 ; 26.42 ; 5,307.01 ; 3,821.06 
23/05/2024; 10.03 ; 2.24 ; 26.38 ; 5,267.84 ; 3,827.90 
24/05/2024; 10.08 ; 2.23 ; 25.95 ; 5,304.72 ; 3,864.40 
28/05/2024; 10.51 ; 2.25 ; 26.36 ; 5,306.04 ; 3,868.24 
29/05/2024; 10.40 ; 2.21 ; 25.75 ; 5,266.95 ; 3,858.39 
30/05/2024; 10.38 ; 2.23 ; 26.15 ; 5,235.48 ; 3,867.50 
31/05/2024; 10.40 ; 2.15 ; 26.07 ; 5,277.51 ; 3,864.75 
3/06/2024; 10.30 ; 2.25 ; 26.34 ; 5,283.40 ; 3,855.90 
4/06/2024; 10.21 ; 2.15 ; 25.63 ; 5,291.34 ; 3,856.24 
5/06/2024; 10.14 ; 2.13 ; 25.93 ; 5,354.03 ; 3,924.76 
6/06/2024; 10.17 ; 2.15 ; 25.96 ; 5,352.96 ; 3,930.00 
7/06/2024; 10.14 ; 2.13 ; 26.35 ; 5,346.99 ; 3,939.75 
10/06/2024; 10.25 ; 2.12 ; 25.57 ; 5,360.79 ; 3,965.90 
11/06/2024; 10.08 ; 2.11 ; 24.99 ; 5,375.32 ; 3,963.34 
12/06/2024; 9.99 ; 2.04 ; 24.52 ; 5,421.03 ; 3,988.85 
13/06/2024; 9.92 ; 1.99 ; 24.11 ; 5,433.74 ; 4,025.00 
14/06/2024; 9.84 ; 1.98 ; 23.86 ; 5,431.60 ; 4,143.75 
17/06/2024; 9.99 ; 1.93 ; 24.08 ; 5,473.23 ; 4,136.82 
18/06/2024; 10.19 ; 1.96 ; 24.35 ; 5,487.03 ; 4,131.50 
20/06/2024; 10.24 ; 1.98 ; 24.10 ; 5,473.17 ; 4,160.75 
21/06/2024; 10.14 ; 1.97 ; 23.96 ; 5,464.62 ; 4,162.70 
24/06/2024; 10.71 ; 2.03 ; 24.37 ; 5,447.87 ; 4,161.56 
25/06/2024; 10.08 ; 1.97 ; 24.07 ; 5,469.30 ; 4,086.75 
26/06/2024; 10.08 ; 2.00 ; 24.16 ; 5,477.90 ; 4,088.73 
27/06/2024; 10.07 ; 1.98 ; 24.99 ; 5,482.87 ; 4,144.75 
28/06/2024; 10.10 ; 1.99 ; 25.35 ; 5,460.48 ; 4,173.88 
1/07/2024; 10.02 ; 2.00 ; 25.20 ; 5,475.09 ; 4,176.80 
2/07/2024; 10.05 ; 1.99 ; 25.91 ; 5,509.01 ; 4,132.25 
3/07/2024; 10.17 ; 2.02 ; 25.66 ; 5,537.02 ; 4,117.95 
5/07/2024; 10.13 ; 1.97 ; 25.69 ; 5,567.19 ; 4,091.00 
8/07/2024; 10.13 ; 2.00 ; 25.94 ; 5,572.85 ; 4,094.69 
9/07/2024; 10.04 ; 1.99 ; 26.08 ; 5,576.98 ; 4,064.75 
10/07/2024; 10.05 ; 2.00 ; 26.58 ; 5,633.91 ; 4,046.40 
11/07/2024; 10.11 ; 1.99 ; 26.53 ; 5,584.54 ; 3,968.77 
12/07/2024; 10.10 ; 2.04 ; 26.80 ; 5,615.35 ; 3,972.83 
15/07/2024; 10.08 ; 2.02 ; 26.37 ; 5,631.22 ; 3,961.90 
16/07/2024; 9.93 ; 2.01 ; 26.66 ; 5,667.20 ; 3,935.20 
17/07/2024; 9.89 ; 1.98 ; 26.27 ; 5,588.27 ; 3,975.36 
18/07/2024; 9.81 ; 1.96 ; 25.79 ; 5,544.59 ; 3,998.50 
19/07/2024; 9.75 ; 2.00 ; 26.12 ; 5,505.00 ; 4,021.41 
22/07/2024; 9.75 ; 2.00 ; 26.36 ; 5,564.41 ; 4,046.72 
23/07/2024; 9.60 ; 1.99 ; 25.97 ; 5,555.74 ; 3,992.25 
24/07/2024; 9.56 ; 1.95 ; 25.49 ; 5,427.13 ; 4,014.75 
25/07/2024; 9.64 ; 1.97 ; 25.46 ; 5,399.22 ; 4,043.05 
26/07/2024; 9.65 ; 1.97 ; 25.58 ; 5,459.10 ; 4,029.75 
29/07/2024; 9.52 ; 1.95 ; 25.20 ; 5,463.54 ; 4,021.06 
30/07/2024; 9.44 ; 1.92 ; 25.31 ; 5,436.44 ; 4,064.65 
31/07/2024; 9.67 ; 1.97 ; 25.87 ; 5,522.30 ; 4,082.25 
1/08/2024; 9.40 ; 1.97 ; 25.49 ; 5,446.68 ; 4,051.75 
2/08/2024; 9.01 ; 1.93 ; 24.69 ; 5,346.56 ; 4,084.90 
5/08/2024; 8.77 ; 1.83 ; 24.13 ; 5,186.33 ; 4,050.26 
6/08/2024; 9.07 ; 1.87 ; 24.23 ; 5,240.03 ; 4,163.07 
7/08/2024; 9.12 ; 1.83 ; 23.86 ; 5,199.50 ; 4,138.00 
8/08/2024; 9.33 ; 1.91 ; 24.51 ; 5,319.31 ; 4,134.89 
9/08/2024; 9.45 ; 1.88 ; 24.51 ; 5,344.16 ; 4,079.75 
12/08/2024; 9.60 ; 1.91 ; 25.61 ; 5,344.39 ; 4,069.25 
13/08/2024; 9.48 ; 1.93 ; 26.03 ; 5,434.43 ; 4,051.55 
14/08/2024; 9.17 ; 1.95 ; 26.29 ; 5,455.21 ; 4,035.22 
15/08/2024; 9.33 ; 1.97 ; 26.63 ; 5,543.22 ; 4,014.75 
16/08/2024; 9.36 ; 1.98 ; 26.32 ; 5,554.25 ; 4,007.35 
19/08/2024; 9.39 ; 2.00 ; 27.01 ; 5,608.25 ; 4,032.24 
20/08/2024; 9.18 ; 2.07 ; 25.83 ; 5,597.12 ; 4,027.25 
21/08/2024; 9.16 ; 2.02 ; 25.76 ; 5,620.85 ; 4,007.25 
22/08/2024; 9.06 ; 1.99 ; 25.40 ; 5,570.64 ; 4,025.25 
23/08/2024; 9.22 ; 1.99 ; 25.55 ; 5,634.61 ; 4,067.75 
26/08/2024; 9.39 ; 1.97 ; 25.94 ; 5,616.84 ; 4,022.25 
27/08/2024; 9.24 ; 1.97 ; 25.79 ; 5,625.80 ; 4,025.95 
28/08/2024; 9.10 ; 1.94 ; 25.72 ; 5,592.18 ; 4,040.09 
29/08/2024; 9.00 ; 1.91 ; 25.28 ; 5,591.96 ; 4,083.25 
30/08/2024; 8.88 ; 1.94 ; 25.69 ; 5,648.40 ; 4,125.13 
3/09/2024; 8.54 ; 1.93 ; 25.54 ; 5,528.93 ; 4,145.51 
4/09/2024; 8.35 ; 1.93 ; 25.39 ; 5,520.07 ; 4,180.05 
5/09/2024; 8.32 ; 1.94 ; 25.53 ; 5,503.41 ; 4,182.25 
6/09/2024; 8.29 ; 1.94 ; 24.99 ; 5,408.42 ; 4,163.33 
9/09/2024; 8.16 ; 1.88 ; 24.40 ; 5,471.05 ; 4,172.83 
10/09/2024; 7.97 ; 1.87 ; 24.20 ; 5,495.52 ; 4,208.25 
11/09/2024; 8.08 ; 1.87 ; 24.51 ; 5,554.13 ; 4,283.63 
12/09/2024; 8.27 ; 1.89 ; 24.74 ; 5,595.76 ; 4,268.23 
13/09/2024; 8.27 ; 1.92 ; 24.70 ; 5,626.02 ; 4,209.25 
16/09/2024; 8.36 ; 1.90 ; 24.67 ; 5,633.09 ; 4,198.69 
17/09/2024; 8.38 ; 1.82 ; 24.52 ; 5,634.58 ; 4,224.75 
18/09/2024; 8.27 ; 1.91 ; 24.64 ; 5,618.26 ; 4,203.50 
19/09/2024; 8.25 ; 1.94 ; 25.02 ; 5,713.64 ; 4,188.50 
20/09/2024; 8.24 ; 1.93 ; 24.97 ; 5,702.55 ; 4,163.50 
23/09/2024; 8.36 ; 1.93 ; 25.22 ; 5,718.57 ; 4,152.23 
24/09/2024; 8.41 ; 1.94 ; 25.59 ; 5,732.93 ; 4,160.00 
25/09/2024; 7.90 ; 1.91 ; 25.41 ; 5,722.26 ; 4,147.00 
26/09/2024; 7.90 ; 1.90 ; 25.64 ; 5,745.37 ; 4,199.00 
27/09/2024; 8.14 ; 1.94 ; 25.47 ; 5,738.17 ; 4,164.75 
30/09/2024; 8.06 ; 1.93 ; 25.00 ; 5,762.48 ; 4,179.31 
1/10/2024; 8.15 ; 1.92 ; 24.86 ; 5,708.75 ; 4,191.51 
2/10/2024; 8.13 ; 1.92 ; 24.93 ; 5,709.54 ; 4,219.52 
3/10/2024; 8.11 ; 1.94 ; 24.66 ; 5,699.94 ; 4,181.36 
4/10/2024; 8.14 ; 1.93 ; 24.99 ; 5,751.07 ; 4,185.11 
7/10/2024; 8.17 ; 1.94 ; 24.76 ; 5,695.94 ; 4,163.47 
8/10/2024; 7.82 ; 1.94 ; 24.84 ; 5,751.13 ; 4,212.75 
9/10/2024; 7.80 ; 1.94 ; 25.15 ; 5,792.04 ; 4,229.33 
10/10/2024; 7.95 ; 1.94 ; 25.35 ; 5,780.05 ; 4,232.74 
11/10/2024; 7.89 ; 1.94 ; 25.77 ; 5,815.03 ; 4,210.75 
14/10/2024; 7.84 ; 1.94 ; 26.00 ; 5,859.85 ; 4,195.06 
15/10/2024; 7.53 ; 1.94 ; 25.70 ; 5,815.26 ; 4,207.49 
16/10/2024; 7.43 ; 1.94 ; 25.64 ; 5,842.47 ; 4,242.25 
17/10/2024; 7.35 ; 1.94 ; 25.58 ; 5,841.47 ; 4,256.00 
18/10/2024; 7.43 ; 1.98 ; 26.40 ; 5,864.67 ; 4,251.00 
21/10/2024; 7.28 ; 1.96 ; 26.52 ; 5,853.98 ; 4,236.10 
22/10/2024; 7.34 ; 1.96 ; 25.99 ; 5,851.20 ; 4,276.00 
23/10/2024; 7.23 ; 1.93 ; 24.73 ; 5,797.42 ; 4,262.28 
24/10/2024; 7.25 ; 1.94 ; 25.44 ; 5,809.86 ; 4,306.75 
25/10/2024; 7.31 ; 1.93 ; 24.94 ; 5,808.12 ; 4,293.50 
28/10/2024; 7.26 ; 1.93 ; 25.17 ; 5,823.52 ; 4,324.14 
29/10/2024; 7.19 ; 1.91 ; 24.83 ; 5,832.92 ; 4,352.75 
30/10/2024; 7.05 ; 1.87 ; 25.79 ; 5,813.67 ; 4,394.39 
31/10/2024; 6.95 ; 1.88 ; 25.42 ; 5,705.45 ; 4,412.53 
1/11/2024; 6.86 ; 1.91 ; 25.22 ; 5,728.80 ; 4,420.05 
4/11/2024; 6.87 ; 1.92 ; 25.30 ; 5,712.69 ; 4,372.65 
5/11/2024; 6.82 ; 1.91 ; 25.66 ; 5,782.76 ; 4,413.25 
6/11/2024; 6.83 ; 1.92 ; 25.70 ; 5,929.04 ; 4,414.75 
7/11/2024; 6.90 ; 1.92 ; 26.12 ; 5,973.10 ; 4,411.25 
8/11/2024; 6.64 ; 1.91 ; 25.66 ; 5,995.54 ; 4,321.50 
11/11/2024; 6.77 ; 1.92 ; 25.74 ; 6,001.35 ; 4,281.53 
12/11/2024; 6.73 ; 1.91 ; 24.97 ; 5,983.99 ; 4,358.76 
13/11/2024; 6.64 ; 1.90 ; 24.85 ; 5,985.38 ; 4,434.75 
14/11/2024; 6.97 ; 1.93 ; 25.07 ; 5,949.17 ; 4,477.25 
15/11/2024; 7.15 ; 2.00 ; 25.31 ; 5,870.62 ; 4,480.00 
18/11/2024; 7.36 ; 2.00 ; 26.14 ; 5,893.62 ; 4,451.66 
19/11/2024; 7.26 ; 2.00 ; 26.24 ; 5,916.98 ; 4,395.25 
20/11/2024; 7.29 ; 2.04 ; 26.66 ; 5,917.11 ; 4,390.64 
21/11/2024; 7.39 ; 2.02 ; 26.09 ; 5,948.71 ; 4,392.50 
22/11/2024; 7.52 ; 1.97 ; 26.12 ; 5,969.34 ; 4,388.55 
25/11/2024; 7.31 ; 2.02 ; 26.55 ; 5,987.37 ; 4,341.76 
26/11/2024; 7.20 ; 2.02 ; 25.95 ; 6,021.63 ; 4,383.00 
27/11/2024; 7.25 ; 1.96 ; 26.21 ; 5,998.74 ; 4,401.25 
29/11/2024; 7.25 ; 2.02 ; 26.05 ; 6,032.38 ; 4,416.46 
2/12/2024; 7.16 ; 2.06 ; 26.01 ; 6,047.15 ; 4,327.99 
3/12/2024; 7.19 ; 2.07 ; 25.99 ; 6,049.88 ; 4,457.75 
4/12/2024; 7.13 ; 2.06 ; 25.73 ; 6,086.49 ; 4,435.50 
5/12/2024; 7.25 ; 2.09 ; 26.25 ; 6,075.11 ; 4,425.75 
6/12/2024; 7.09 ; 2.05 ; 26.06 ; 6,090.27 ; 4,413.67 
9/12/2024; 7.41 ; 2.08 ; 26.04 ; 6,052.85 ; 4,376.15 
10/12/2024; 7.54 ; 2.05 ; 26.19 ; 6,034.91 ; 4,391.10 
11/12/2024; 7.54 ; 2.06 ; 26.54 ; 6,084.19 ; 4,366.75 
12/12/2024; 7.50 ; 2.05 ; 26.40 ; 6,051.25 ; 4,336.25 
13/12/2024; 7.42 ; 2.05 ; 26.44 ; 6,051.09 ; 4,343.26 
16/12/2024; 7.17 ; 1.99 ; 26.17 ; 6,074.08 ; 4,292.17 
17/12/2024; 7.12 ; 2.01 ; 25.93 ; 6,050.61 ; 4,317.05 
18/12/2024; 6.89 ; 1.96 ; 25.14 ; 5,872.16 ; 4,343.78 
